Kingdom	Phylum	Class	Order	Family	Genus	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	8	5	4	0	0	5	9	0	9	0	13	17	9	0	0	3	0	0	0	0	0	11	13	0	21	13	9	0	0	5	0	8	4	0	0	0	0	7	0	6	16	5	0	0	0	18	5	13	8	0	5	4	9	0	3	11	0	0	5	16	7	0	11
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	222	99	50	83	62	88	0	134	192	22	57	97	12	25	68	75	948	32	204	83	74	367	116	0	61	109	16	8	787	70	0	1593	25	78	170	35	0	1014	0	0	188	98	304	236	63	0	12	73	19	153	153	83	177	0	216	13	73	96	27	89	126	34	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	43	602	288	45	178	202	91	635	529	79	666	519	35	175	170	413	2377	228	806	177	63	461	222	65	17	175	75	31	471	7	87	854	43	0	515	0	23	6	436	57	7774	192	391	0	64	518	133	2588	184	816	0	8	1355	0	228	655	0	115	347	142	41	78	23
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Unclassified	9	0	0	0	39	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	1940	2951	743	2148	2729	2730	559	1952	2409	1084	5549	4549	2633	2426	669	1535	2583	1871	888	1178	1662	2464	2804	339	284	1073	603	1967	845	898	173	2180	896	413	1775	335	110	1232	1568	79	3363	1070	1766	701	844	1896	1277	1167	2221	1357	1984	388	1532	220	529	760	251	760	536	1180	428	447	163
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Unclassified	0	0	0	0	15	0	13	0	0	0	20	0	4	0	0	0	178	18	35	0	4	0	0	0	0	0	0	0	41	0	16	0	0	10	9	12	0	14	0	0	130	66	22	73	6	34	0	0	26	11	6	0	0	0	0	0	0	9	0	4	0	0	4
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	372	187	131	228	285	205	162	299	574	71	788	621	295	150	178	289	1391	109	476	495	431	66	420	39	182	1404	166	168	659	250	88	1054	248	127	896	83	30	472	51	25	1699	977	533	66	187	173	698	434	514	679	334	174	485	155	193	674	54	383	276	407	216	341	149
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	74	0	0	6	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	192	92	61	62	86	91	56	40	109	48	232	173	310	9	46	67	1088	0	635	73	308	272	129	0	135	108	16	15	437	317	28	535	123	255	259	61	4	729	0	8	726	251	393	329	219	113	293	279	482	325	346	223	304	61	74	156	101	287	21	98	126	171	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	28	79	0	146	96	98	20	188	92	89	60	8	157	63	0	18	146	15	58	35	82	621	327	40	95	82	168	0	0	125	17	194	44	0	102	50	0	127	0	7	491	498	58	153	73	225	87	151	145	14	240	42	165	0	74	198	7	126	21	268	42	190	60
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unclassified	579	978	318	504	1010	544	840	1194	1144	209	1182	1079	771	274	336	707	906	210	344	673	414	1447	773	17	444	1548	334	77	671	375	106	1263	788	100	736	112	23	852	89	243	1407	902	629	260	557	1312	860	1170	487	253	243	223	1230	148	539	1277	205	268	480	1755	516	316	229
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Unclassified	Unclassified	0	4	0	0	0	22	11	5	0	4	0	0	0	0	0	8	0	143	0	7	14	4	4	0	20	15	13	0	7	0	0	15	0	0	34	17	0	38	4	0	0	0	6	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0
Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	12	69	19	42	127	30	0	107	32	27	499	882	12	48	307	88	28	356	260	318	685	126	195	113	93	326	1143	163	4	20	81	415	306	12	466	298	406	6	359	54	473	316	1071	30	109	582	158	57	1412	209	95	33	272	615	48	315	144	2137	1399	0	17	193	521
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	Unclassified	9	3	3	9	0	6	0	7	0	7	65	39	0	61	11	4	0	179	25	12	151	0	0	605	0	7	48	12	0	2	91	270	21	19	0	67	328	0	58	26	3	100	7	7	0	71	9	33	256	4	6	5	89	53	2	38	6	49	463	31	0	11	243
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	0	34	0	0	26	10	0	0	4	0	6	0	0	0	0	3	6	209	184	212	304	56	46	20	13	6	73	0	164	0	15	696	7	0	15038	2473	8	285	135	0	0	0	159	0	10	0	15	0	19	17	11	13	0	0	13	49	0	7	7	4	7	141	2
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	130	0	16	0	0	0	0	0	0	52	17	0	126	2125	0	0	0	0	0	0	17	0	3	27	4	0	0	12	16	0	0	0	32	0	0	0	0	0	0	216	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	10	0	77	90	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	12	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	53	49	161	12	36	0	81	0	88	13	0	0	7	62	18	0	2028	9365	25	49	33	0	0	0	48	0	4	6	4	0	16	15	4	3	0	0	0	0	0	0	0	0	0	647	5
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	62	37	22	0	0	0	0	0	30	0	7	0	0	14	0	0	15	123	0	0	0	0	0	0	14	9	29	0	0	0	4	31	0	7	0	0	5	0	0	0	8	0	0	151	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkaliflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	10	4	0	22	0	0	0	16	0	0	0	0	21	0	0	12	3422	0	0	0	0	0	0	5	0	0	0	0	0	9	0	6	0	0	0	6	0	0	0	0	0	0	70	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	0	60	38	1995	42	0	0	106	0	2	2439	22	6	0	303	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	11	741	0	0	0	0	84	0	26	0	0	0	0	0	0	0	107	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Unclassified	508	4505	1130	5753	4052	1433	131	8119	1859	5500	9651	5366	456	498	3081	11030	338	2178	1190	2720	1652	3167	1331	788	1229	169	1446	1961	2923	2011	601	12161	6203	1391	591	603	988	1833	9542	217	5000	306	2325	1191	1353	9493	13149	1325	2950	330	5010	1037	2647	3690	1839	2089	356	3702	10167	242	441	1687	1249
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Unclassified	0	8	0	0	8	0	0	0	0	0	18	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	6	5	0	9	0	0	0	0	0	0	18	204	0	0	0	0	0	0	0	0	16	0	39	0	0	0	0	7
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	7	70	39	92	29	28	26	356	11	39	251	51	10	28	49	89	26	17	105	70	96	13	11	53	285	0	146	779	26	53	145	162	11	98	10	282	263	4	443	24	165	21	1236	60	110	93	89	37	203	116	612	138	24	262	607	64	180	1054	1347	35	57	28	138
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	91	99	52	57	245	41	102	451	51	21	528	236	56	142	2190	363	167	5217	5393	375	344	233	35	614	2371	51	5835	3440	172	501	1350	1557	473	4008	104	818	11800	158	3485	3079	458	476	491	880	1053	218	565	110	1715	293	2094	581	393	11782	325	321	358	802	1485	213	104	56	3231
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	4	12	42	15	26	0	10	78	11	6	101	0	0	0	63	35	36	15	52	28	0	0	12	0	0	0	14	51	0	6	0	3	0	65	6	0	0	0	57	8	0	0	0	37	9	5	31	22	8	0	0	0	12	34	19	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	270	731	885	176	337	263	43	2132	830	302	4216	1168	309	364	1842	5191	1951	1134	1571	804	808	1740	319	86	1266	88	488	1488	1101	1343	401	1224	391	1371	684	1271	492	246	1148	98	3603	357	3180	1248	1721	452	417	197	486	422	1994	296	463	1073	1527	451	558	1171	2528	299	243	292	260
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	260	280	166	66	865	51	110	940	337	57	4809	824	303	57	619	680	35	1140	962	625	333	759	296	344	934	93	550	4915	155	308	56329	4330	418	821	73	331	1002	153	1735	94	944	412	4784	328	798	521	1479	220	947	350	1686	219	406	980	316	467	411	1620	4817	142	20	518	749
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	0	0	0	0	0	0	2	83	0	0	0	5	0	0	0	0	0	11	11	0	26	0	0	6	218	0	27	75	3	0	0	54	0	0	0	0	4	6	0	0	45	0	6	0	0	26	10	0	4	0	172	0	10	0	6	0	9	33	173	0	0	0	65
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	14	11	17	14	0	10	250	53	0	0	183	61	33	12	101	24	16	156	670	59	28	25	16	69	180	10	70	60	19	41	196	492	77	1410	23	131	288	10	261	0	38	76	124	66	131	31	36	58	126	6	64	26	47	322	33	52	65	132	492	12	12	25	145
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	0	0	0	0	15	4	3	11	0	4	107	8	0	2	10	0	5	204	29	10	51	38	6	112	0	8	232	10	4	9	144	36	79	0	0	34	1100	4	111	0	8	28	24	0	22	67	73	7	30	4	28	0	15	0	14	37	0	31	519	0	0	26	59
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Unclassified	21	64	64	15	21	31	12	232	52	3	468	215	76	15	74	261	44	151	178	30	20	130	31	81	113	4	101	150	44	63	64	140	23	356	16	116	87	20	451	9	104	39	84	84	73	11	41	15	26	6	140	12	6	36	42	10	9	357	733	19	3	0	122
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	4	13	0	0	0	15	0	4	0	0	0	0	6	0	0	7	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44	0	0	10	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	66	25	0	0	21	0	161	15	15	0	0	0	0	0	16	13	0	745	57	0	31	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	29	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	29	80	16	69	82	19	51	436	37	57	781	346	62	44	160	252	7	499	161	385	132	223	53	117	146	99	673	241	90	93	162	1395	388	25	26	143	435	60	751	6	22	116	663	104	156	356	443	91	589	123	270	10	46	251	53	296	93	523	1644	52	9	137	364
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	25	50	20	5	89	7	0	23	0	0	114	45	0	0	4	29	3	105	77	20	69	117	61	23	0	21	159	6	0	8	22	322	114	0	42	42	106	9	79	0	30	140	43	3	63	33	126	13	80	20	8	5	44	0	8	44	5	62	182	3	0	192	73
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	hoa5-07d05 gut group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	11	0	0	3	0	0	19	25	0	0	0	12	0	0	0	0	0	0	0	0	19	0	22	0	7	0	26	0	0	0	0	8	178	0	7	0	0	33	15	0	0	0	141
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	165	66	88	67	412	0	516	526	94	60	2007	446	391	60	469	59	1158	22585	15465	224	479	951	278	701	3866	244	2566	26547	187	1310	21081	674	662	31757	167	862	17521	157	2816	6099	3127	12929	1392	4312	7252	3261	1550	1304	9849	1787	7896	1353	1479	66613	1127	886	2213	2011	1689	591	291	1195	15664
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unclassified	Unclassified	21	104	17	0	77	0	8	108	10	15	423	202	20	22	35	38	11	473	387	24	205	352	40	15	77	27	27	256	31	50	7	374	45	41	27	29	161	0	108	73	105	192	520	70	303	247	172	48	236	19	221	58	1361	108	30	46	37	2543	3562	66	50	51	1062
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Acetobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-251-o5	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	187	71	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	22	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	Unclassified	0	73	0	0	102	0	0	19	41	197	244	0	30	16	12	112	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	14	81	86	22	616	160	4	99	39	0	32	532	37	21	52	11	0	16	72	33	17	35	21	0	22	0	214	29	0	14	0	111	27	10	5160	9707	0	24	6	0	0	0	47	0	0	0	64	0	13	0	11	0	0	0	8	0	0	7	55	0	0	173	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Galbibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	0	0	9	0	52	0	0	16	0	0	50	4	6	0	0	0	0	47	20	6	0	0	0	7	0	6	30	0	2	0	12	0	0	0	5778	967	0	0	4	0	0	0	285	0	4	0	0	0	18	12	3	0	0	0	2	0	0	0	53	0	0	17	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chishuiella	0	17	69	0	55	213	0	186	49	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	55	0	0	0	0	0	7	0	0	0	0	96	0	6	0	0	5	15	0	0	9	0	0	0	17	0	0	0	137	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	10	4	0	20	202	91	0	0	10	0	10	57	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0	0	0	0	0	31	29	0	0	4	0	0	0	0	0	0	7	0	0	0	7	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	30	0	0	0	0	9	0	0	0	7	4	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Unclassified	21	49	209	32	186	728	0	650	213	9	320	14	96	25	0	41	0	0	0	0	0	0	2	0	0	0	4	0	18	24	0	23	0	0	991	0	0	0	0	0	5	0	23	0	4	2	97	0	35	0	0	8	0	0	8	0	0	11	0	0	0	2	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	0	9	946	24	1010	484	52	131	159	0	101	107	963	72	96	27	12	0	21	44	0	6	0	0	36	31	17	7	5	8	0	14	28	0	144	287	0	29	11	0	0	0	0	0	0	0	41	12	0	0	0	0	0	0	35	0	0	11	0	0	0	0	6
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	32	6	0	0	0	0	0	0	5	0	9	0	0	0	0	0	4	26	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	26	0	0	0	0	5	0	4	0	13	13	0	4	0	0	0	0	0	0	10	0	28	24	0	0	35	4
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	24	0	11	5	0	0	0	3	0	0	0	9	0	9	11	0	0	14	0	0	0	0	0	0	7	0	4	0	0	6	0	0	0	0	18
Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Unclassified	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Unclassified	Unclassified	0	0	0	4	0	5	17	4	0	6	9	10	0	6	0	10	23	0	5	7	4	0	0	2	0	7	3	0	9	10	0	11	3	0	13	0	3	0	0	14	21	29	5	0	12	15	16	9	7	11	9	10	15	0	3	3	3	6	7	17	15	0	7
